PDT_LABEL,ITEM_SUP_LINK,PDT_SUP_REF,PDT_SUMMARY,PDT_KEYWORD,PDT_DESCRIPTION,PDT_IMG_FILE,PDT_IMG_URL,PDT_UNSPSC,PDT_FILE,ITEM_LABEL,ITEM_SUP_REF,PDT_SUP_URL,ITEM_CTR_REF,ITEM_VALIDITY_BEGIN_DATE,ITEM_VALIDITY_END_DATE,ITEM_COMMENT,ITEM_PUBLIC_PRICE,ITEM_UNIT_CURRENCY,ITEM_QTY_NEG_B,ITEM_PRICE_B,ITEM_QTY_NEG_C,ITEM_PRICE_C,ITEM_QTY_NEG_D,ITEM_PRICE_D,ITEM_QTY_NEG_E,ITEM_PRICE_E,ITEM_UNIT,ITEM_OTHER_UNIT,ITEM_PACKAGING,ITEM_DELIVERY_TIME,ITEM_SHIP_CODE,ITEM_INCOTERM,ITEM_INCOPLACE,fam_node,Product_type
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/7185800001/Rangi-pentru-dulgheri-ambalatori-7185800001/,7185800001,Rangi pentru dulgheri ambalatori,,Un varf tesit si un varf indoit pentru extragere cuie.L: 800 mm.  S: 20 mm.  B: 39 mm.  C: 34 mm.  ,,,,,Rangi pentru dulgheri ambalatori,Rangi pentru dulgheri ambalatori,,,01.01.2026,,Rangi pentru dulgheri ambalatori,16.649712000000005,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/7230000001/Ranga-montator-7230000001/,7230000001,Ranga montator,,L: 420 mm.  S: 13 mm.  Ø: 6 mm.  varfurile permit alinierea orificiilor pentru montarea structurilor.  otel 100C6 sau echivalent.  acoperire epoxidica cu vopsea.varfurile permit alinierea orificiilor pentru montarea structurilor.  otel 100C6 sau echivalent.  acoperire epoxidica cu vopsea.,,,,,Ranga montator,Ranga montator,,,01.01.2026,,Ranga montator,7.581600000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0334400601/Levier-octogonal-vopsit-0334400601/,0334400601,"Levier octogonal, vopsit",,L: 600 mm.  L1: 33 mm.  B: 20 mm.  otel cu continut ridicat de carbon C45.  acoperire epoxidica cu vopsea.otel cu continut ridicat de carbon C45.  acoperire epoxidica cu vopsea.,,,,,"Levier octogonal, vopsit","Levier octogonal, vopsit",,,01.01.2026,,"Levier octogonal, vopsit",13.908672,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0334500601/Levier-octogonal-vopsit-0334500601/,0334500601,"Levier octogonal, vopsit",,L: 600 mm.  L1: 33 mm.  B: 20 mm.  otel cu continut ridicat de carbon C45.  acoperire epoxidica cu vopsea.otel cu continut ridicat de carbon C45.  acoperire epoxidica cu vopsea.,,,,,"Levier octogonal, vopsit","Levier octogonal, vopsit",,,01.01.2026,,"Levier octogonal, vopsit",14.837904000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0334600601/Levier-octogonal-vopsit-0334600601/,0334600601,"Levier octogonal, vopsit",,L: 600 mm.  L1: 33 mm.  B: 20 mm.  otel cu continut ridicat de carbon C45.  acoperire epoxidica cu vopsea.otel cu continut ridicat de carbon C45.  acoperire epoxidica cu vopsea.,,,,,"Levier octogonal, vopsit","Levier octogonal, vopsit",,,01.01.2026,,"Levier octogonal, vopsit",16.105392000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0113010015/Ranga-dulgheri-BIBER-BAR-0113010015/,0113010015,Ranga dulgheri BIBER-BAR,,"L: 375 mm.  grosime: 7 mm.  l1: 50 mm.  l2: 40 mm.  ranga pentru demontare, extragere cuie.   varful subtire se potriveste in profunzime, permite dezasamblarea cu efort redus si fara a deteriora elementele de contact.  3 zone pentru extragerea de cuie.   otel aliat cu mangan-siliciu pentru rezistenta mareranga pentru demontare, extragere cuie.   varful subtire se potriveste in profunzime, permite dezasamblarea cu efort redus si fara a deteriora elementele de contact.  3 zone pentru extragerea de cuie.   otel aliat cu mangan-siliciu pentru rezistenta mare",,,,,Ranga dulgheri BIBER-BAR,Ranga dulgheri BIBER-BAR,,,01.01.2026,,Ranga dulgheri BIBER-BAR,9.205488,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0116010012/Ranga-dulgheri-NAILEXPRESS-0116010012/,0116010012,Ranga dulgheri NAILEXPRESS,,model japonez.  tratament termic pe partile active.  portiunea indoita poate servi  ca ciocan.model japonez.  tratament termic pe partile active.  portiunea indoita poate servi  ca ciocan.,,,,,Ranga dulgheri NAILEXPRESS,Ranga dulgheri NAILEXPRESS,,,01.01.2026,,Ranga dulgheri NAILEXPRESS,11.079504,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/7188100001/Ranga-tip-furca-TWIN-BAR-7188100001/,7188100001,Ranga tip furca TWIN BAR,,"Utilizari: - Ridicarea elementelor mari din lemn. - Demontare paleti, scoaterea pardoselilor. - Locas pentru scos cuie. Avantaje fata de ranga clasica: nu lasa urme evidente in zona de sprijin, nu va aplecati mult pentru ridicarea scandurilor, conceptulUtilizari: - Ridicarea elementelor mari din lemn. - Demontare paleti, scoaterea pardoselilor. - Locas pentru scos cuie. Avantaje fata de ranga clasica: nu lasa urme evidente in zona de sprijin, nu va aplecati mult pentru ridicarea scandurilor, conceptul",,,,,Ranga tip furca TWIN BAR,Ranga tip furca TWIN BAR,,,01.01.2026,,Ranga tip furca TWIN BAR,22.896432,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0149050601/Leviere-forjate-cu-umar-si-varf-ascutit-0149050601/,0149050601,Leviere forjate cu umar si varf ascutit,,"L: 1750 mm.  S1: 42 mm.  H: 105 mm.  I: 55 mm.  recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), sapaturi si gauri mari etc.  umarul (135°) permite realizarea unei parghii pe sol pentru ridicare si deplasare.  otel carbon de inalta calitate C55 (HRC 55 ±3).  capacitate de ridicare foarte mare (exemplu L 1,5 = 2 tone).  se recomanda folosirea manusilor.recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), sapaturi si gauri mari etc.  umarul (1350) permite realizarea unei parghii pe sol pentru ridicare si deplasare.  otel carbon de inalta calitate C55 (HRC 55 ± 3).  capacitate de ridicare foarte mare (exemplu L 1,5 = 2 tone).  se recomanda folosirea manusilor.",,,,,Leviere forjate cu umar si varf ascutit,Leviere forjate cu umar si varf ascutit,,,01.01.2026,,Leviere forjate cu umar si varf ascutit,43.77110400000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0149100601/Leviere-forjate-cu-umar-si-varf-ascutit-0149100601/,0149100601,Leviere forjate cu umar si varf ascutit,,"L: 1750 mm.  S1: 42 mm.  H: 105 mm.  I: 55 mm.  recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), sapaturi si gauri mari etc.  umarul (135°) permite realizarea unei parghii pe sol pentru ridicare si deplasare.  otel carbon de inalta calitate C55 (HRC 55 ±3).  capacitate de ridicare foarte mare (exemplu L 1,5 = 2 tone).  se recomanda folosirea manusilor.recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), sapaturi si gauri mari etc.  umarul (1350) permite realizarea unei parghii pe sol pentru ridicare si deplasare.  otel carbon de inalta calitate C55 (HRC 55 ± 3).  capacitate de ridicare foarte mare (exemplu L 1,5 = 2 tone).  se recomanda folosirea manusilor.",,,,,Leviere forjate cu umar si varf ascutit,Leviere forjate cu umar si varf ascutit,,,01.01.2026,,Leviere forjate cu umar si varf ascutit,86.50800000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0149150601/Leviere-forjate-cu-umar-si-varf-ascutit-0149150601/,0149150601,Leviere forjate cu umar si varf ascutit,,"L: 1750 mm.  S1: 42 mm.  H: 105 mm.  I: 55 mm.  recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), sapaturi si gauri mari etc.  umarul (135°) permite realizarea unei parghii pe sol pentru ridicare si deplasare.  otel carbon de inalta calitate C55 (HRC 55 ±3).  capacitate de ridicare foarte mare (exemplu L 1,5 = 2 tone).  se recomanda folosirea manusilor.recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), sapaturi si gauri mari etc.  umarul (1350) permite realizarea unei parghii pe sol pentru ridicare si deplasare.  otel carbon de inalta calitate C55 (HRC 55 ± 3).  capacitate de ridicare foarte mare (exemplu L 1,5 = 2 tone).  se recomanda folosirea manusilor.",,,,,Leviere forjate cu umar si varf ascutit,Leviere forjate cu umar si varf ascutit,,,01.01.2026,,Leviere forjate cu umar si varf ascutit,146.254896,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0149170601/Leviere-forjate-cu-umar-si-varf-ascutit-0149170601/,0149170601,Leviere forjate cu umar si varf ascutit,,"L: 1750 mm.  S1: 42 mm.  H: 105 mm.  I: 55 mm.  recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), sapaturi si gauri mari etc.  umarul (135°) permite realizarea unei parghii pe sol pentru ridicare si deplasare.  otel carbon de inalta calitate C55 (HRC 55 ±3).  capacitate de ridicare foarte mare (exemplu L 1,5 = 2 tone).  se recomanda folosirea manusilor.recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), sapaturi si gauri mari etc.  umarul (1350) permite realizarea unei parghii pe sol pentru ridicare si deplasare.  otel carbon de inalta calitate C55 (HRC 55 ± 3).  capacitate de ridicare foarte mare (exemplu L 1,5 = 2 tone).  se recomanda folosirea manusilor.",,,,,Leviere forjate cu umar si varf ascutit,Leviere forjate cu umar si varf ascutit,,,01.01.2026,,Leviere forjate cu umar si varf ascutit,298.2484800000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0152100001/Rangi-hexagonale-cu-varf-plat-si-ascutit-0152100001/,0152100001,Rangi hexagonale cu varf plat si ascutit,,"L: 2000 mm.  S: 28 mm.  l: 45 mm.  greutate: 10 kg.  recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), taieri, sapaturi si gauri mari etc.  un varf ascutit cu diamant pentru o mai buna penetrare si un varf lat pentru taieri.  sectiune hexagonala pentru aderenta.  se recomanda folosirea manusilor.  otel carbon de inalta calitate C55 (HRC 55  3).recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), taieri, sapaturi si gauri mari etc.  un varf ascutit cu diamant pentru o mai buna penetrare si un varf lat pentru taieri.  sectiune hexagonala pentru aderenta.  se recomanda folosirea manusilor.  otel carbon de inalta calitate C55 (HRC 55  3).",,,,,Rangi hexagonale cu varf plat si ascutit,Rangi hexagonale cu varf plat si ascutit,,,01.01.2026,,Rangi hexagonale cu varf plat si ascutit,34.60320000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0152120001/Rangi-hexagonale-cu-varf-plat-si-ascutit-0152120001/,0152120001,Rangi hexagonale cu varf plat si ascutit,,"L: 2000 mm.  S: 28 mm.  l: 45 mm.  greutate: 10 kg.  recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), taieri, sapaturi si gauri mari etc.  un varf ascutit cu diamant pentru o mai buna penetrare si un varf lat pentru taieri.  sectiune hexagonala pentru aderenta.  se recomanda folosirea manusilor.  otel carbon de inalta calitate C55 (HRC 55  3).recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), taieri, sapaturi si gauri mari etc.  un varf ascutit cu diamant pentru o mai buna penetrare si un varf lat pentru taieri.  sectiune hexagonala pentru aderenta.  se recomanda folosirea manusilor.  otel carbon de inalta calitate C55 (HRC 55  3).",,,,,Rangi hexagonale cu varf plat si ascutit,Rangi hexagonale cu varf plat si ascutit,,,01.01.2026,,Rangi hexagonale cu varf plat si ascutit,33.806160000000006,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0152150001/Rangi-hexagonale-cu-varf-plat-si-ascutit-0152150001/,0152150001,Rangi hexagonale cu varf plat si ascutit,,"L: 2000 mm.  S: 28 mm.  l: 45 mm.  greutate: 10 kg.  recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), taieri, sapaturi si gauri mari etc.  un varf ascutit cu diamant pentru o mai buna penetrare si un varf lat pentru taieri.  sectiune hexagonala pentru aderenta.  se recomanda folosirea manusilor.  otel carbon de inalta calitate C55 (HRC 55  3).recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), taieri, sapaturi si gauri mari etc.  un varf ascutit cu diamant pentru o mai buna penetrare si un varf lat pentru taieri.  sectiune hexagonala pentru aderenta.  se recomanda folosirea manusilor.  otel carbon de inalta calitate C55 (HRC 55  3).",,,,,Rangi hexagonale cu varf plat si ascutit,Rangi hexagonale cu varf plat si ascutit,,,01.01.2026,,Rangi hexagonale cu varf plat si ascutit,45.356112,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0152170001/Rangi-hexagonale-cu-varf-plat-si-ascutit-0152170001/,0152170001,Rangi hexagonale cu varf plat si ascutit,,"L: 2000 mm.  S: 28 mm.  l: 45 mm.  greutate: 10 kg.  recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), taieri, sapaturi si gauri mari etc.  un varf ascutit cu diamant pentru o mai buna penetrare si un varf lat pentru taieri.  sectiune hexagonala pentru aderenta.  se recomanda folosirea manusilor.  otel carbon de inalta calitate C55 (HRC 55  3).recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), taieri, sapaturi si gauri mari etc.  un varf ascutit cu diamant pentru o mai buna penetrare si un varf lat pentru taieri.  sectiune hexagonala pentru aderenta.  se recomanda folosirea manusilor.  otel carbon de inalta calitate C55 (HRC 55  3).",,,,,Rangi hexagonale cu varf plat si ascutit,Rangi hexagonale cu varf plat si ascutit,,,01.01.2026,,Rangi hexagonale cu varf plat si ascutit,56.784240000000004,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/0152200001/Rangi-hexagonale-cu-varf-plat-si-ascutit-0152200001/,0152200001,Rangi hexagonale cu varf plat si ascutit,,"L: 2000 mm.  S: 28 mm.  l: 45 mm.  greutate: 10 kg.  recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), taieri, sapaturi si gauri mari etc.  un varf ascutit cu diamant pentru o mai buna penetrare si un varf lat pentru taieri.  sectiune hexagonala pentru aderenta.  se recomanda folosirea manusilor.  otel carbon de inalta calitate C55 (HRC 55  3).recomandat pentru lucrari industriale: deplasare incarcaturi grele (blocuri de piatra), taieri, sapaturi si gauri mari etc.  un varf ascutit cu diamant pentru o mai buna penetrare si un varf lat pentru taieri.  sectiune hexagonala pentru aderenta.  se recomanda folosirea manusilor.  otel carbon de inalta calitate C55 (HRC 55  3).",,,,,Rangi hexagonale cu varf plat si ascutit,Rangi hexagonale cu varf plat si ascutit,,,01.01.2026,,Rangi hexagonale cu varf plat si ascutit,60.67872,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6062000001/Mistrie-AUTHENTIQUE-MOB-neteda/dintata-lama-nichelata-6062000001/,6062000001,"Mistrie AUTHENTIQUE MOB, neteda/dintata, lama nichelata",,"L: 18 cm.  l: 6 cm.  D: 18,5 cm.  1 parte dintata - 1 fata neteda.  lama nichelata.   maner din lemn masiv (fag).1 parte dintata - 1 fata neteda.  lama nichelata.   maner din lemn masiv (fag).",,,,,"Mistrie AUTHENTIQUE MOB, neteda/dintata, lama nichelata","Mistrie AUTHENTIQUE MOB, neteda/dintata, lama nichelata",,,01.01.2026,,"Mistrie AUTHENTIQUE MOB, neteda/dintata, lama nichelata",2.836944000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6002140101/Mistrie-rotunda-MOB-AUTHENTIQUE-6002140101/,6002140101,Mistrie rotunda MOB AUTHENTIQUE,,I= 13 cm. H= 39 cm.  Lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2.  Grosimea lamei obtinuta prin laminare.  Sudare de calitate in 2 puncte cu centare garantata pe lama.  Impanare sigura a manerului; maner din lemn de esenta tare (fag).  Reimpanarea manerului prin lovirea acestuia de inelul de protectie.lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2 grosimea lamei obtinuta prin laminaresudare de calitate in 2 puncte cu centare garantata pe lamaimpanare sigura a manerului; maner din lemn de esenta tare (fag)reimpanarea manerului prin lovirea acestuia de inelul de protectie.,,,,,Mistrie rotunda MOB AUTHENTIQUE,Mistrie rotunda MOB AUTHENTIQUE,,,01.01.2026,,Mistrie rotunda MOB AUTHENTIQUE,1.9945440000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6002160101/Mistrie-rotunda-MOB-AUTHENTIQUE-6002160101/,6002160101,Mistrie rotunda MOB AUTHENTIQUE,,I= 13 cm. H= 39 cm.  Lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2.  Grosimea lamei obtinuta prin laminare.  Sudare de calitate in 2 puncte cu centare garantata pe lama.  Impanare sigura a manerului; maner din lemn de esenta tare (fag).  Reimpanarea manerului prin lovirea acestuia de inelul de protectie.lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2 grosimea lamei obtinuta prin laminaresudare de calitate in 2 puncte cu centare garantata pe lamaimpanare sigura a manerului; maner din lemn de esenta tare (fag)reimpanarea manerului prin lovirea acestuia de inelul de protectie.,,,,,Mistrie rotunda MOB AUTHENTIQUE,Mistrie rotunda MOB AUTHENTIQUE,,,01.01.2026,,Mistrie rotunda MOB AUTHENTIQUE,2.2032000000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6002180101/Mistrie-rotunda-MOB-AUTHENTIQUE-6002180101/,6002180101,Mistrie rotunda MOB AUTHENTIQUE,,I= 13 cm. H= 39 cm.  Lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2.  Grosimea lamei obtinuta prin laminare.  Sudare de calitate in 2 puncte cu centare garantata pe lama.  Impanare sigura a manerului; maner din lemn de esenta tare (fag).  Reimpanarea manerului prin lovirea acestuia de inelul de protectie.lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2 grosimea lamei obtinuta prin laminaresudare de calitate in 2 puncte cu centare garantata pe lamaimpanare sigura a manerului; maner din lemn de esenta tare (fag)reimpanarea manerului prin lovirea acestuia de inelul de protectie.,,,,,Mistrie rotunda MOB AUTHENTIQUE,Mistrie rotunda MOB AUTHENTIQUE,,,01.01.2026,,Mistrie rotunda MOB AUTHENTIQUE,2.70216,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6002200101/Mistrie-rotunda-MOB-AUTHENTIQUE-6002200101/,6002200101,Mistrie rotunda MOB AUTHENTIQUE,,I= 13 cm. H= 39 cm.  Lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2.  Grosimea lamei obtinuta prin laminare.  Sudare de calitate in 2 puncte cu centare garantata pe lama.  Impanare sigura a manerului; maner din lemn de esenta tare (fag).  Reimpanarea manerului prin lovirea acestuia de inelul de protectie.lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2 grosimea lamei obtinuta prin laminaresudare de calitate in 2 puncte cu centare garantata pe lamaimpanare sigura a manerului; maner din lemn de esenta tare (fag)reimpanarea manerului prin lovirea acestuia de inelul de protectie.,,,,,Mistrie rotunda MOB AUTHENTIQUE,Mistrie rotunda MOB AUTHENTIQUE,,,01.01.2026,,Mistrie rotunda MOB AUTHENTIQUE,2.85768,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6002220101/Mistrie-rotunda-MOB-AUTHENTIQUE-6002220101/,6002220101,Mistrie rotunda MOB AUTHENTIQUE,,I= 13 cm. H= 39 cm.  Lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2.  Grosimea lamei obtinuta prin laminare.  Sudare de calitate in 2 puncte cu centare garantata pe lama.  Impanare sigura a manerului; maner din lemn de esenta tare (fag).  Reimpanarea manerului prin lovirea acestuia de inelul de protectie.lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2 grosimea lamei obtinuta prin laminaresudare de calitate in 2 puncte cu centare garantata pe lamaimpanare sigura a manerului; maner din lemn de esenta tare (fag)reimpanarea manerului prin lovirea acestuia de inelul de protectie.,,,,,Mistrie rotunda MOB AUTHENTIQUE,Mistrie rotunda MOB AUTHENTIQUE,,,01.01.2026,,Mistrie rotunda MOB AUTHENTIQUE,2.803248,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6002240101/Mistrie-rotunda-MOB-AUTHENTIQUE-6002240101/,6002240101,Mistrie rotunda MOB AUTHENTIQUE,,I= 13 cm. H= 39 cm.  Lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2.  Grosimea lamei obtinuta prin laminare.  Sudare de calitate in 2 puncte cu centare garantata pe lama.  Impanare sigura a manerului; maner din lemn de esenta tare (fag).  Reimpanarea manerului prin lovirea acestuia de inelul de protectie.lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2 grosimea lamei obtinuta prin laminaresudare de calitate in 2 puncte cu centare garantata pe lamaimpanare sigura a manerului; maner din lemn de esenta tare (fag)reimpanarea manerului prin lovirea acestuia de inelul de protectie.,,,,,Mistrie rotunda MOB AUTHENTIQUE,Mistrie rotunda MOB AUTHENTIQUE,,,01.01.2026,,Mistrie rotunda MOB AUTHENTIQUE,3.2218560000000007,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6002260101/Mistrie-rotunda-MOB-AUTHENTIQUE-6002260101/,6002260101,Mistrie rotunda MOB AUTHENTIQUE,,I= 13 cm. H= 39 cm.  Lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2.  Grosimea lamei obtinuta prin laminare.  Sudare de calitate in 2 puncte cu centare garantata pe lama.  Impanare sigura a manerului; maner din lemn de esenta tare (fag).  Reimpanarea manerului prin lovirea acestuia de inelul de protectie.lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2 grosimea lamei obtinuta prin laminaresudare de calitate in 2 puncte cu centare garantata pe lamaimpanare sigura a manerului; maner din lemn de esenta tare (fag)reimpanarea manerului prin lovirea acestuia de inelul de protectie.,,,,,Mistrie rotunda MOB AUTHENTIQUE,Mistrie rotunda MOB AUTHENTIQUE,,,01.01.2026,,Mistrie rotunda MOB AUTHENTIQUE,3.6793440000000004,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6007140101/Mistrie-dreapta-MOB-AUTHENTIQUE-6007140101/,6007140101,Mistrie dreapta MOB AUTHENTIQUE,,I= 13 cm. H= 35 cm.  Lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2.  Grosimea lamei obtinuta prin laminare.  Sudare de calitate in 2 puncte cu centare garantata pe lama.  Impanare sigura a manerului; maner din lemn de esenta tare (fag).  Reimpanarea manerului prin lovirea acestuia de inelul de protectie.lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2 grosimea lamei obtinuta prin laminaresudare de calitate in 2 puncte cu centare garantata pe lamaimpanare sigura a manerului; maner din lemn de esenta tare (fag)reimpanarea manerului prin lovirea acestuia de inelul de protectie,,,,,Mistrie dreapta MOB AUTHENTIQUE,Mistrie dreapta MOB AUTHENTIQUE,,,01.01.2026,,Mistrie dreapta MOB AUTHENTIQUE,2.2032000000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/6007160101/Mistrie-dreapta-MOB-AUTHENTIQUE-6007160101/,6007160101,Mistrie dreapta MOB AUTHENTIQUE,,I= 13 cm. H= 35 cm.  Lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2.  Grosimea lamei obtinuta prin laminare.  Sudare de calitate in 2 puncte cu centare garantata pe lama.  Impanare sigura a manerului; maner din lemn de esenta tare (fag).  Reimpanarea manerului prin lovirea acestuia de inelul de protectie.lama flexibila din tabla de otel de inalta calitate; duritate 157daN/mm2 grosimea lamei obtinuta prin laminaresudare de calitate in 2 puncte cu centare garantata pe lamaimpanare sigura a manerului; maner din lemn de esenta tare (fag)reimpanarea manerului prin lovirea acestuia de inelul de protectie,,,,,Mistrie dreapta MOB AUTHENTIQUE,Mistrie dreapta MOB AUTHENTIQUE,,,01.01.2026,,Mistrie dreapta MOB AUTHENTIQUE,2.3185440000000006,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
